product_a,product_a_name,product_b,product_b_name,times_bought_together
prod_00078,Inverse Impactful Standardization,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00064,Automated Methodical Definition,prod_00076,Secured Foreground Protocol,1
prod_00030,Implemented Didactic Approach,prod_00041,Public-Key Didactic Middleware,1
prod_00008,Organic Multi-State Knowledge User,prod_00076,Secured Foreground Protocol,1
prod_00076,Secured Foreground Protocol,prod_00085,Switchable Scalable Process Improvement,1
prod_00071,Upgradable Zero Tolerance Functionalities,prod_00092,Face-To-Face Context-Sensitive Website,1
prod_00042,De-Engineered Grid-Enabled Architecture,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00096,Seamless Uniform Middleware,1
prod_00068,Synergistic National Groupware,prod_00082,Optional Zero Tolerance Paradigm,1
prod_00032,Business-Focused Optimal Matrices,prod_00049,Sharable Empowering Middleware,1
prod_00044,Triple-Buffered Exuding Pricing Structure,prod_00047,Distributed Encompassing Forecast,1
prod_00017,Open-Source Maximized Superstructure,prod_00052,Sharable Empowering Complexity,1
prod_00052,Sharable Empowering Complexity,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00025,Down-Sized Incremental Matrix,prod_00074,Public-Key Systemic Success,1
prod_00018,Streamlined Secondary Attitude,prod_00054,Customizable Asynchronous Solution,1
prod_00033,Diverse Analyzing Migration,prod_00035,Front-Line Impactful Capability,1
prod_00076,Secured Foreground Protocol,prod_00090,Proactive Impactful Encryption,1
prod_00010,Reverse-Engineered Neutral Emulation,prod_00029,Switchable Transitional Matrix,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00039,Persevering Foreground System Engine,1
prod_00023,Reactive Bandwidth-Monitored Application,prod_00035,Front-Line Impactful Capability,1
prod_00072,Customizable Human-Resource Orchestration,prod_00086,Cross-Group Web-Enabled Encoding,1
prod_00042,De-Engineered Grid-Enabled Architecture,prod_00048,Expanded Transitional Graphical User Interface,1
prod_00050,Function-Based Actuating Array,prod_00066,Switchable Content-Based Initiative,1
prod_00007,Open-Architected Static Projection,prod_00096,Seamless Uniform Middleware,1
prod_00052,Sharable Empowering Complexity,prod_00086,Cross-Group Web-Enabled Encoding,1
prod_00001,Integrated Disintermediate Approach,prod_00020,Ergonomic Content-Based Monitoring,1
prod_00036,Secured Attitude-Oriented Instruction Set,prod_00076,Secured Foreground Protocol,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00002,Configurable Attitude-Oriented Superstructure,prod_00080,User-Friendly Context-Sensitive Pricing Structure,1
prod_00007,Open-Architected Static Projection,prod_00036,Secured Attitude-Oriented Instruction Set,1
prod_00004,De-Engineered Stable Leverage,prod_00032,Business-Focused Optimal Matrices,1
prod_00060,User-Friendly Coherent Encoding,prod_00097,Reactive Local Complexity,1
prod_00069,Enhanced Optimal Firmware,prod_00073,Triple-Buffered Intermediate Ability,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00090,Proactive Impactful Encryption,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00009,Fully-Configurable Directional Architecture,1
prod_00017,Open-Source Maximized Superstructure,prod_00042,De-Engineered Grid-Enabled Architecture,1
prod_00008,Organic Multi-State Knowledge User,prod_00065,Persevering Grid-Enabled Function,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00048,Expanded Transitional Graphical User Interface,1
prod_00031,Centralized Value-Added Functionalities,prod_00069,Enhanced Optimal Firmware,1
prod_00028,Horizontal Interactive Standardization,prod_00037,Intuitive Empowering Database,1
prod_00017,Open-Source Maximized Superstructure,prod_00028,Horizontal Interactive Standardization,1
prod_00008,Organic Multi-State Knowledge User,prod_00055,Automated Holistic Paradigm,1
prod_00009,Fully-Configurable Directional Architecture,prod_00013,Front-Line Even-Keeled Secured Line,1
prod_00048,Expanded Transitional Graphical User Interface,prod_00095,Right-Sized Foreground System Engine,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00049,Sharable Empowering Middleware,1
prod_00032,Business-Focused Optimal Matrices,prod_00052,Sharable Empowering Complexity,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00031,Centralized Value-Added Functionalities,1
prod_00030,Implemented Didactic Approach,prod_00056,Digitized Intermediate Capacity,1
prod_00006,Extended Needs-Based System Engine,prod_00023,Reactive Bandwidth-Monitored Application,1
prod_00060,User-Friendly Coherent Encoding,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00041,Public-Key Didactic Middleware,prod_00071,Upgradable Zero Tolerance Functionalities,1
prod_00029,Switchable Transitional Matrix,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00033,Diverse Analyzing Migration,prod_00049,Sharable Empowering Middleware,1
prod_00007,Open-Architected Static Projection,prod_00025,Down-Sized Incremental Matrix,1
prod_00051,Balanced 24Hour Groupware,prod_00095,Right-Sized Foreground System Engine,1
prod_00002,Configurable Attitude-Oriented Superstructure,prod_00061,Open-Source 4Thgeneration Conglomeration,1
prod_00023,Reactive Bandwidth-Monitored Application,prod_00056,Digitized Intermediate Capacity,1
prod_00065,Persevering Grid-Enabled Function,prod_00090,Proactive Impactful Encryption,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00043,Multi-Layered Executive Complexity,1
prod_00041,Public-Key Didactic Middleware,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00085,Switchable Scalable Process Improvement,prod_00092,Face-To-Face Context-Sensitive Website,1
prod_00061,Open-Source 4Thgeneration Conglomeration,prod_00097,Reactive Local Complexity,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00056,Digitized Intermediate Capacity,1
prod_00043,Multi-Layered Executive Complexity,prod_00057,Integrated High-Level Utilization,1
prod_00001,Integrated Disintermediate Approach,prod_00085,Switchable Scalable Process Improvement,1
prod_00027,Multi-Tiered 24Hour Info-Mediaries,prod_00036,Secured Attitude-Oriented Instruction Set,1
prod_00004,De-Engineered Stable Leverage,prod_00090,Proactive Impactful Encryption,1
prod_00001,Integrated Disintermediate Approach,prod_00057,Integrated High-Level Utilization,1
prod_00030,Implemented Didactic Approach,prod_00053,Triple-Buffered Interactive Open Architecture,1
prod_00054,Customizable Asynchronous Solution,prod_00089,Re-Engineered Content-Based Structure,1
prod_00031,Centralized Value-Added Functionalities,prod_00064,Automated Methodical Definition,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00031,Centralized Value-Added Functionalities,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00026,Extended Impactful Approach,1
prod_00013,Front-Line Even-Keeled Secured Line,prod_00021,Devolved Interactive Contingency,1
prod_00004,De-Engineered Stable Leverage,prod_00040,Persevering Regional Open System,1
prod_00031,Centralized Value-Added Functionalities,prod_00046,Fundamental Bifurcated Benchmark,1
prod_00092,Face-To-Face Context-Sensitive Website,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00070,Customer-Focused Radical Internet Solution,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00008,Organic Multi-State Knowledge User,prod_00068,Synergistic National Groupware,1
prod_00043,Multi-Layered Executive Complexity,prod_00084,Phased User-Facing Concept,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00053,Triple-Buffered Interactive Open Architecture,1
prod_00002,Configurable Attitude-Oriented Superstructure,prod_00085,Switchable Scalable Process Improvement,1
prod_00019,Open-Architected Upward-Trending Graphical User Interface,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00039,Persevering Foreground System Engine,prod_00092,Face-To-Face Context-Sensitive Website,1
prod_00052,Sharable Empowering Complexity,prod_00056,Digitized Intermediate Capacity,1
prod_00079,Ergonomic Intangible Secured Line,prod_00084,Phased User-Facing Concept,1
prod_00033,Diverse Analyzing Migration,prod_00090,Proactive Impactful Encryption,1
prod_00029,Switchable Transitional Matrix,prod_00096,Seamless Uniform Middleware,1
prod_00077,Profit-Focused Fault-Tolerant Secured Line,prod_00081,Reactive 24Hour Framework,1
prod_00004,De-Engineered Stable Leverage,prod_00017,Open-Source Maximized Superstructure,1
prod_00015,Phased Incremental Core,prod_00071,Upgradable Zero Tolerance Functionalities,1
prod_00012,Automated Full-Range Archive,prod_00058,Multi-Channeled Demand-Driven Software,1
prod_00004,De-Engineered Stable Leverage,prod_00025,Down-Sized Incremental Matrix,1
prod_00002,Configurable Attitude-Oriented Superstructure,prod_00027,Multi-Tiered 24Hour Info-Mediaries,1
prod_00033,Diverse Analyzing Migration,prod_00089,Re-Engineered Content-Based Structure,1
prod_00079,Ergonomic Intangible Secured Line,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00023,Reactive Bandwidth-Monitored Application,prod_00079,Ergonomic Intangible Secured Line,1
prod_00070,Customer-Focused Radical Internet Solution,prod_00082,Optional Zero Tolerance Paradigm,1
prod_00066,Switchable Content-Based Initiative,prod_00069,Enhanced Optimal Firmware,1
prod_00054,Customizable Asynchronous Solution,prod_00057,Integrated High-Level Utilization,1
prod_00033,Diverse Analyzing Migration,prod_00059,Multi-Channeled Zero-Defect Open Architecture,1
prod_00007,Open-Architected Static Projection,prod_00019,Open-Architected Upward-Trending Graphical User Interface,1
prod_00019,Open-Architected Upward-Trending Graphical User Interface,prod_00048,Expanded Transitional Graphical User Interface,1
prod_00080,User-Friendly Context-Sensitive Pricing Structure,prod_00093,Business-Focused Next Generation Encryption,1
prod_00082,Optional Zero Tolerance Paradigm,prod_00097,Reactive Local Complexity,1
prod_00040,Persevering Regional Open System,prod_00070,Customer-Focused Radical Internet Solution,1
prod_00077,Profit-Focused Fault-Tolerant Secured Line,prod_00095,Right-Sized Foreground System Engine,1
prod_00026,Extended Impactful Approach,prod_00040,Persevering Regional Open System,1
prod_00061,Open-Source 4Thgeneration Conglomeration,prod_00065,Persevering Grid-Enabled Function,1
prod_00037,Intuitive Empowering Database,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00039,Persevering Foreground System Engine,prod_00060,User-Friendly Coherent Encoding,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00026,Extended Impactful Approach,1
prod_00042,De-Engineered Grid-Enabled Architecture,prod_00061,Open-Source 4Thgeneration Conglomeration,1
prod_00012,Automated Full-Range Archive,prod_00094,Devolved Maximized Secured Line,1
prod_00039,Persevering Foreground System Engine,prod_00044,Triple-Buffered Exuding Pricing Structure,1
prod_00068,Synergistic National Groupware,prod_00093,Business-Focused Next Generation Encryption,1
prod_00056,Digitized Intermediate Capacity,prod_00083,Persistent Leadingedge Intranet,1
prod_00016,Cross-Platform Stable Internet Solution,prod_00018,Streamlined Secondary Attitude,1
prod_00046,Fundamental Bifurcated Benchmark,prod_00085,Switchable Scalable Process Improvement,1
prod_00007,Open-Architected Static Projection,prod_00030,Implemented Didactic Approach,1
prod_00019,Open-Architected Upward-Trending Graphical User Interface,prod_00040,Persevering Regional Open System,1
prod_00024,Advanced Background System Engine,prod_00033,Diverse Analyzing Migration,1
prod_00004,De-Engineered Stable Leverage,prod_00051,Balanced 24Hour Groupware,1
prod_00007,Open-Architected Static Projection,prod_00014,De-Engineered Uniform Orchestration,1
prod_00076,Secured Foreground Protocol,prod_00094,Devolved Maximized Secured Line,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00060,User-Friendly Coherent Encoding,1
prod_00048,Expanded Transitional Graphical User Interface,prod_00097,Reactive Local Complexity,1
prod_00053,Triple-Buffered Interactive Open Architecture,prod_00056,Digitized Intermediate Capacity,1
prod_00013,Front-Line Even-Keeled Secured Line,prod_00093,Business-Focused Next Generation Encryption,1
prod_00040,Persevering Regional Open System,prod_00056,Digitized Intermediate Capacity,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00051,Balanced 24Hour Groupware,1
prod_00021,Devolved Interactive Contingency,prod_00076,Secured Foreground Protocol,1
prod_00030,Implemented Didactic Approach,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00011,Face-To-Face 24Hour Archive,prod_00049,Sharable Empowering Middleware,1
prod_00023,Reactive Bandwidth-Monitored Application,prod_00041,Public-Key Didactic Middleware,1
prod_00004,De-Engineered Stable Leverage,prod_00022,Persistent Dynamic Archive,1
prod_00026,Extended Impactful Approach,prod_00032,Business-Focused Optimal Matrices,1
prod_00012,Automated Full-Range Archive,prod_00062,Open-Source Static Support,1
prod_00060,User-Friendly Coherent Encoding,prod_00079,Ergonomic Intangible Secured Line,1
prod_00038,Object-Based Clear-Thinking Secured Line,prod_00064,Automated Methodical Definition,1
prod_00071,Upgradable Zero Tolerance Functionalities,prod_00073,Triple-Buffered Intermediate Ability,1
prod_00001,Integrated Disintermediate Approach,prod_00013,Front-Line Even-Keeled Secured Line,1
prod_00001,Integrated Disintermediate Approach,prod_00031,Centralized Value-Added Functionalities,1
prod_00016,Cross-Platform Stable Internet Solution,prod_00040,Persevering Regional Open System,1
prod_00029,Switchable Transitional Matrix,prod_00074,Public-Key Systemic Success,1
prod_00056,Digitized Intermediate Capacity,prod_00081,Reactive 24Hour Framework,1
prod_00031,Centralized Value-Added Functionalities,prod_00057,Integrated High-Level Utilization,1
prod_00026,Extended Impactful Approach,prod_00070,Customer-Focused Radical Internet Solution,1
prod_00030,Implemented Didactic Approach,prod_00065,Persevering Grid-Enabled Function,1
prod_00067,Grass-Roots Asymmetric Throughput,prod_00074,Public-Key Systemic Success,1
prod_00031,Centralized Value-Added Functionalities,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00000,Pre-Emptive 3Rdgeneration Budgetary Management,prod_00076,Secured Foreground Protocol,1
prod_00038,Object-Based Clear-Thinking Secured Line,prod_00089,Re-Engineered Content-Based Structure,1
prod_00038,Object-Based Clear-Thinking Secured Line,prod_00043,Multi-Layered Executive Complexity,1
prod_00022,Persistent Dynamic Archive,prod_00057,Integrated High-Level Utilization,1
prod_00001,Integrated Disintermediate Approach,prod_00002,Configurable Attitude-Oriented Superstructure,1
prod_00017,Open-Source Maximized Superstructure,prod_00046,Fundamental Bifurcated Benchmark,1
prod_00004,De-Engineered Stable Leverage,prod_00024,Advanced Background System Engine,1
prod_00026,Extended Impactful Approach,prod_00059,Multi-Channeled Zero-Defect Open Architecture,1
prod_00028,Horizontal Interactive Standardization,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00066,Switchable Content-Based Initiative,prod_00096,Seamless Uniform Middleware,1
prod_00033,Diverse Analyzing Migration,prod_00042,De-Engineered Grid-Enabled Architecture,1
prod_00052,Sharable Empowering Complexity,prod_00069,Enhanced Optimal Firmware,1
prod_00028,Horizontal Interactive Standardization,prod_00060,User-Friendly Coherent Encoding,1
prod_00048,Expanded Transitional Graphical User Interface,prod_00062,Open-Source Static Support,1
prod_00021,Devolved Interactive Contingency,prod_00071,Upgradable Zero Tolerance Functionalities,1
prod_00065,Persevering Grid-Enabled Function,prod_00086,Cross-Group Web-Enabled Encoding,1
prod_00028,Horizontal Interactive Standardization,prod_00097,Reactive Local Complexity,1
prod_00000,Pre-Emptive 3Rdgeneration Budgetary Management,prod_00001,Integrated Disintermediate Approach,1
prod_00056,Digitized Intermediate Capacity,prod_00074,Public-Key Systemic Success,1
prod_00051,Balanced 24Hour Groupware,prod_00092,Face-To-Face Context-Sensitive Website,1
prod_00013,Front-Line Even-Keeled Secured Line,prod_00064,Automated Methodical Definition,1
prod_00012,Automated Full-Range Archive,prod_00082,Optional Zero Tolerance Paradigm,1
prod_00062,Open-Source Static Support,prod_00096,Seamless Uniform Middleware,1
prod_00026,Extended Impactful Approach,prod_00037,Intuitive Empowering Database,1
prod_00018,Streamlined Secondary Attitude,prod_00067,Grass-Roots Asymmetric Throughput,1
prod_00085,Switchable Scalable Process Improvement,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00037,Intuitive Empowering Database,prod_00054,Customizable Asynchronous Solution,1
prod_00009,Fully-Configurable Directional Architecture,prod_00068,Synergistic National Groupware,1
prod_00054,Customizable Asynchronous Solution,prod_00061,Open-Source 4Thgeneration Conglomeration,1
prod_00071,Upgradable Zero Tolerance Functionalities,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00004,De-Engineered Stable Leverage,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00066,Switchable Content-Based Initiative,prod_00090,Proactive Impactful Encryption,1
prod_00011,Face-To-Face 24Hour Archive,prod_00097,Reactive Local Complexity,1
prod_00056,Digitized Intermediate Capacity,prod_00072,Customizable Human-Resource Orchestration,1
prod_00021,Devolved Interactive Contingency,prod_00044,Triple-Buffered Exuding Pricing Structure,1
prod_00001,Integrated Disintermediate Approach,prod_00037,Intuitive Empowering Database,1
prod_00021,Devolved Interactive Contingency,prod_00088,Seamless Zero Administration Archive,1
prod_00007,Open-Architected Static Projection,prod_00020,Ergonomic Content-Based Monitoring,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00045,Reactive Exuding Protocol,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00057,Integrated High-Level Utilization,1
prod_00010,Reverse-Engineered Neutral Emulation,prod_00011,Face-To-Face 24Hour Archive,1
prod_00012,Automated Full-Range Archive,prod_00023,Reactive Bandwidth-Monitored Application,1
prod_00056,Digitized Intermediate Capacity,prod_00091,Team-Oriented 24Hour System Engine,1
prod_00013,Front-Line Even-Keeled Secured Line,prod_00081,Reactive 24Hour Framework,1
prod_00040,Persevering Regional Open System,prod_00058,Multi-Channeled Demand-Driven Software,1
prod_00044,Triple-Buffered Exuding Pricing Structure,prod_00082,Optional Zero Tolerance Paradigm,1
prod_00024,Advanced Background System Engine,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00053,Triple-Buffered Interactive Open Architecture,1
prod_00076,Secured Foreground Protocol,prod_00078,Inverse Impactful Standardization,1
prod_00019,Open-Architected Upward-Trending Graphical User Interface,prod_00039,Persevering Foreground System Engine,1
prod_00008,Organic Multi-State Knowledge User,prod_00010,Reverse-Engineered Neutral Emulation,1
prod_00043,Multi-Layered Executive Complexity,prod_00089,Re-Engineered Content-Based Structure,1
prod_00000,Pre-Emptive 3Rdgeneration Budgetary Management,prod_00048,Expanded Transitional Graphical User Interface,1
prod_00051,Balanced 24Hour Groupware,prod_00059,Multi-Channeled Zero-Defect Open Architecture,1
prod_00047,Distributed Encompassing Forecast,prod_00073,Triple-Buffered Intermediate Ability,1
prod_00006,Extended Needs-Based System Engine,prod_00033,Diverse Analyzing Migration,1
prod_00072,Customizable Human-Resource Orchestration,prod_00085,Switchable Scalable Process Improvement,1
prod_00010,Reverse-Engineered Neutral Emulation,prod_00036,Secured Attitude-Oriented Instruction Set,1
prod_00058,Multi-Channeled Demand-Driven Software,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00055,Automated Holistic Paradigm,prod_00062,Open-Source Static Support,1
prod_00014,De-Engineered Uniform Orchestration,prod_00019,Open-Architected Upward-Trending Graphical User Interface,1
prod_00033,Diverse Analyzing Migration,prod_00052,Sharable Empowering Complexity,1
prod_00025,Down-Sized Incremental Matrix,prod_00060,User-Friendly Coherent Encoding,1
prod_00064,Automated Methodical Definition,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00048,Expanded Transitional Graphical User Interface,1
prod_00000,Pre-Emptive 3Rdgeneration Budgetary Management,prod_00016,Cross-Platform Stable Internet Solution,1
prod_00014,De-Engineered Uniform Orchestration,prod_00090,Proactive Impactful Encryption,1
prod_00011,Face-To-Face 24Hour Archive,prod_00027,Multi-Tiered 24Hour Info-Mediaries,1
prod_00051,Balanced 24Hour Groupware,prod_00068,Synergistic National Groupware,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00033,Diverse Analyzing Migration,1
prod_00016,Cross-Platform Stable Internet Solution,prod_00074,Public-Key Systemic Success,1
prod_00055,Automated Holistic Paradigm,prod_00070,Customer-Focused Radical Internet Solution,1
prod_00016,Cross-Platform Stable Internet Solution,prod_00060,User-Friendly Coherent Encoding,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00096,Seamless Uniform Middleware,1
prod_00017,Open-Source Maximized Superstructure,prod_00072,Customizable Human-Resource Orchestration,1
prod_00010,Reverse-Engineered Neutral Emulation,prod_00065,Persevering Grid-Enabled Function,1
prod_00082,Optional Zero Tolerance Paradigm,prod_00096,Seamless Uniform Middleware,1
prod_00001,Integrated Disintermediate Approach,prod_00054,Customizable Asynchronous Solution,1
prod_00049,Sharable Empowering Middleware,prod_00080,User-Friendly Context-Sensitive Pricing Structure,1
prod_00037,Intuitive Empowering Database,prod_00047,Distributed Encompassing Forecast,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00064,Automated Methodical Definition,1
prod_00059,Multi-Channeled Zero-Defect Open Architecture,prod_00066,Switchable Content-Based Initiative,1
prod_00044,Triple-Buffered Exuding Pricing Structure,prod_00096,Seamless Uniform Middleware,1
prod_00072,Customizable Human-Resource Orchestration,prod_00074,Public-Key Systemic Success,1
prod_00021,Devolved Interactive Contingency,prod_00031,Centralized Value-Added Functionalities,1
prod_00092,Face-To-Face Context-Sensitive Website,prod_00094,Devolved Maximized Secured Line,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00054,Customizable Asynchronous Solution,1
prod_00030,Implemented Didactic Approach,prod_00035,Front-Line Impactful Capability,1
prod_00000,Pre-Emptive 3Rdgeneration Budgetary Management,prod_00045,Reactive Exuding Protocol,1
prod_00078,Inverse Impactful Standardization,prod_00088,Seamless Zero Administration Archive,1
prod_00009,Fully-Configurable Directional Architecture,prod_00095,Right-Sized Foreground System Engine,1
prod_00021,Devolved Interactive Contingency,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00030,Implemented Didactic Approach,prod_00080,User-Friendly Context-Sensitive Pricing Structure,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00029,Switchable Transitional Matrix,1
prod_00064,Automated Methodical Definition,prod_00093,Business-Focused Next Generation Encryption,1
prod_00024,Advanced Background System Engine,prod_00057,Integrated High-Level Utilization,1
prod_00076,Secured Foreground Protocol,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00036,Secured Attitude-Oriented Instruction Set,prod_00045,Reactive Exuding Protocol,1
prod_00001,Integrated Disintermediate Approach,prod_00064,Automated Methodical Definition,1
prod_00061,Open-Source 4Thgeneration Conglomeration,prod_00093,Business-Focused Next Generation Encryption,1
prod_00011,Face-To-Face 24Hour Archive,prod_00016,Cross-Platform Stable Internet Solution,1
prod_00026,Extended Impactful Approach,prod_00065,Persevering Grid-Enabled Function,1
prod_00015,Phased Incremental Core,prod_00016,Cross-Platform Stable Internet Solution,1
prod_00026,Extended Impactful Approach,prod_00051,Balanced 24Hour Groupware,1
prod_00026,Extended Impactful Approach,prod_00039,Persevering Foreground System Engine,1
prod_00001,Integrated Disintermediate Approach,prod_00023,Reactive Bandwidth-Monitored Application,1
prod_00029,Switchable Transitional Matrix,prod_00097,Reactive Local Complexity,1
prod_00022,Persistent Dynamic Archive,prod_00073,Triple-Buffered Intermediate Ability,1
prod_00001,Integrated Disintermediate Approach,prod_00026,Extended Impactful Approach,1
prod_00037,Intuitive Empowering Database,prod_00062,Open-Source Static Support,1
prod_00003,Cloned Well-Modulated Monitoring,prod_00010,Reverse-Engineered Neutral Emulation,1
prod_00008,Organic Multi-State Knowledge User,prod_00091,Team-Oriented 24Hour System Engine,1
prod_00036,Secured Attitude-Oriented Instruction Set,prod_00083,Persistent Leadingedge Intranet,1
prod_00012,Automated Full-Range Archive,prod_00055,Automated Holistic Paradigm,1
prod_00028,Horizontal Interactive Standardization,prod_00062,Open-Source Static Support,1
prod_00008,Organic Multi-State Knowledge User,prod_00083,Persistent Leadingedge Intranet,1
prod_00019,Open-Architected Upward-Trending Graphical User Interface,prod_00082,Optional Zero Tolerance Paradigm,1
prod_00019,Open-Architected Upward-Trending Graphical User Interface,prod_00028,Horizontal Interactive Standardization,1
prod_00054,Customizable Asynchronous Solution,prod_00064,Automated Methodical Definition,1
prod_00056,Digitized Intermediate Capacity,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00040,Persevering Regional Open System,prod_00047,Distributed Encompassing Forecast,1
prod_00012,Automated Full-Range Archive,prod_00053,Triple-Buffered Interactive Open Architecture,1
prod_00085,Switchable Scalable Process Improvement,prod_00090,Proactive Impactful Encryption,1
prod_00032,Business-Focused Optimal Matrices,prod_00047,Distributed Encompassing Forecast,1
prod_00022,Persistent Dynamic Archive,prod_00043,Multi-Layered Executive Complexity,1
prod_00015,Phased Incremental Core,prod_00073,Triple-Buffered Intermediate Ability,1
prod_00038,Object-Based Clear-Thinking Secured Line,prod_00093,Business-Focused Next Generation Encryption,1
prod_00062,Open-Source Static Support,prod_00085,Switchable Scalable Process Improvement,1
prod_00042,De-Engineered Grid-Enabled Architecture,prod_00094,Devolved Maximized Secured Line,1
prod_00029,Switchable Transitional Matrix,prod_00094,Devolved Maximized Secured Line,1
prod_00014,De-Engineered Uniform Orchestration,prod_00040,Persevering Regional Open System,1
prod_00012,Automated Full-Range Archive,prod_00029,Switchable Transitional Matrix,1
prod_00015,Phased Incremental Core,prod_00040,Persevering Regional Open System,1
prod_00028,Horizontal Interactive Standardization,prod_00044,Triple-Buffered Exuding Pricing Structure,1
prod_00022,Persistent Dynamic Archive,prod_00092,Face-To-Face Context-Sensitive Website,1
prod_00045,Reactive Exuding Protocol,prod_00092,Face-To-Face Context-Sensitive Website,1
prod_00007,Open-Architected Static Projection,prod_00008,Organic Multi-State Knowledge User,1
prod_00010,Reverse-Engineered Neutral Emulation,prod_00083,Persistent Leadingedge Intranet,1
prod_00057,Integrated High-Level Utilization,prod_00081,Reactive 24Hour Framework,1
prod_00037,Intuitive Empowering Database,prod_00045,Reactive Exuding Protocol,1
prod_00047,Distributed Encompassing Forecast,prod_00051,Balanced 24Hour Groupware,1
prod_00014,De-Engineered Uniform Orchestration,prod_00061,Open-Source 4Thgeneration Conglomeration,1
prod_00050,Function-Based Actuating Array,prod_00083,Persistent Leadingedge Intranet,1
prod_00017,Open-Source Maximized Superstructure,prod_00030,Implemented Didactic Approach,1
prod_00086,Cross-Group Web-Enabled Encoding,prod_00097,Reactive Local Complexity,1
prod_00022,Persistent Dynamic Archive,prod_00076,Secured Foreground Protocol,1
prod_00005,Fundamental Multi-Tasking Portal,prod_00087,Digitized 4Thgeneration Analyzer,1
prod_00036,Secured Attitude-Oriented Instruction Set,prod_00049,Sharable Empowering Middleware,1
prod_00018,Streamlined Secondary Attitude,prod_00083,Persistent Leadingedge Intranet,1
prod_00053,Triple-Buffered Interactive Open Architecture,prod_00072,Customizable Human-Resource Orchestration,1
prod_00017,Open-Source Maximized Superstructure,prod_00093,Business-Focused Next Generation Encryption,1
prod_00054,Customizable Asynchronous Solution,prod_00098,Fundamental Web-Enabled Encryption,1
prod_00020,Ergonomic Content-Based Monitoring,prod_00095,Right-Sized Foreground System Engine,1
prod_00055,Automated Holistic Paradigm,prod_00093,Business-Focused Next Generation Encryption,1
prod_00033,Diverse Analyzing Migration,prod_00077,Profit-Focused Fault-Tolerant Secured Line,1
prod_00016,Cross-Platform Stable Internet Solution,prod_00039,Persevering Foreground System Engine,1
prod_00024,Advanced Background System Engine,prod_00036,Secured Attitude-Oriented Instruction Set,1
prod_00017,Open-Source Maximized Superstructure,prod_00022,Persistent Dynamic Archive,1
prod_00007,Open-Architected Static Projection,prod_00057,Integrated High-Level Utilization,1
prod_00021,Devolved Interactive Contingency,prod_00094,Devolved Maximized Secured Line,1
prod_00002,Configurable Attitude-Oriented Superstructure,prod_00083,Persistent Leadingedge Intranet,1
prod_00040,Persevering Regional Open System,prod_00082,Optional Zero Tolerance Paradigm,1
prod_00027,Multi-Tiered 24Hour Info-Mediaries,prod_00049,Sharable Empowering Middleware,1
prod_00013,Front-Line Even-Keeled Secured Line,prod_00096,Seamless Uniform Middleware,1
